SL NO,BRANDS,PRODUCTS,TOP NOTE,MIDDLE NOTE,BASE NOTE,DESCRIPTION,OCCASION
77,ARMANI,PRIVE ROSE D'ARABIA,"Lychee, Bergamot","Rose, Peony","Musk, Patchouli, Vanilla","Discover Prive Rose D'Arabia by Armani, a refined fragrance crafted to make a lasting impression. It opens with lychee and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of musk and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
78,ARMANI,STRONGER WITH SANDALWOOD,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Stronger With Sandalwood by Armani, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
79,ARMANI,STRONGER WITH YOU PARFUM,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Stronger With You Parfum by Armani, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
80,ATKINSONS,OUD SAVE THE QUEEN -,"Saffron, Bergamot","Rose, Jasmine","Oud, Amber, Musk","Discover Oud Save The Queen - by Atkinsons, a refined fragrance crafted to make a lasting impression. It opens with saffron and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of oud and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
81,AZZARO,THE MOST WANTED PARFUM,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover The Most Wanted Parfum by Azzaro, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
82,AZZARO,POUR  HOMME,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Pour  Homme by Azzaro, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
83,AZZARO,WANTED,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Wanted by Azzaro, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
84,AZZARO,CHROME,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Chrome by Azzaro, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
85,AZZARO,WANTED BY NIGHT,"Apple, Bergamot","Cinnamon, Lavender","Vanilla, Tonka Bean, Amber","Discover Wanted By Night by Azzaro, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of cinnamon and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
86,AZZARO,MOST WANTED,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Most Wanted by Azzaro, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
87,AZZARO,AZZARO POUR ELLE,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Azzaro Pour Elle by Azzaro, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
88,AZZARO,FOREVER WANTED ELIXIR,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Forever Wanted Elixir by Azzaro, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
89,BATH & BODY WORKS,PINK CHIFFON,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Pink Chiffon by Bath & Body Works, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
90,BOADICEA,BLUE SAPPHIRE,"Lemon, Mint","Lavender, Geranium","Amberwood, Musk, Cedar","Discover Blue Sapphire by Boadicea, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of amberwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Gym / Casual
91,BODICEA THE VICTORIOUS,HANUMAN,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover Hanuman by Bodicea The Victorious, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
92,BOND NO 9,NEY YORK OUD,"Saffron, Bergamot","Rose, Jasmine","Oud, Amber, Musk","Discover Ney York Oud by Bond No 9, a refined fragrance crafted to make a lasting impression. It opens with saffron and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of oud and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
93,BRUT,CLASSIC,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Classic by Brut, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
94,BURBERRY,BODY WOMEN,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Body Women by Burberry, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
95,BURBERRY,BRIT RHYTHM MEN,"Lemon, Pink Pepper","Jasmine, Cardamom","Patchouli, Vetiver, Amber","Discover Brit Rhythm Men by Burberry, a refined fragrance crafted to make a lasting impression. It opens with lemon and fresh accords, develops into a smooth heart of jasmine and elegant spices, then settles into a rich base of patchouli and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Formal / Special Occasions
96,BURBERRY,MR BURBERY,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Mr Burbery by Burberry, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
97,BURBERRY,WEEKEND WOMEN,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Weekend Women by Burberry, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
98,BURBERRY,MY BURBERY BLACK WOMEN,"Mandarin, Pear","Rose, Orange Blossom","Vanilla, Musk, Sandalwood","Discover My Burbery Black Women by Burberry, a refined fragrance crafted to make a lasting impression. It opens with mandarin and fresh accords, develops into a smooth heart of rose and elegant spices, then settles into a rich base of vanilla and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
99,BURBERRY,TOUCH MEN,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Touch Men by Burberry, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
100,BURBERRY,HERO,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover Hero by Burberry, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
101,BURBERRY,BURBERRY HER ELIXIR DE PERFUME,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover Burberry Her Elixir De Perfume by Burberry, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Date Night / Evening
102,BURBERRY,LONDON MEN,"Apple, Bergamot","Lavender, Geranium","Cedarwood, Musk, Amber","Discover London Men by Burberry, a refined fragrance crafted to make a lasting impression. It opens with apple and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of cedarwood and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
103,BURBERRY,FOR HER,"Grapefruit, Mint","Lavender, Sage","Tonka Bean, Cedar, Musk","Discover For Her by Burberry, a refined fragrance crafted to make a lasting impression. It opens with grapefruit and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of tonka bean and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Office / Daily
104,BVLGARI,AQUA,"Marine Notes, Lemon","Lavender, Neroli","Musk, Cedarwood, Amber","Discover Aqua by Bvlgari, a refined fragrance crafted to make a lasting impression. It opens with marine notes and fresh accords, develops into a smooth heart of lavender and elegant spices, then settles into a rich base of musk and warm woods. Perfect for daily wear or special occasions with long-lasting appeal.",Gym / Casual
